"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"522","0.1620","0.1070","0.1240","0.1730","0.4340","0.4730","0.1170","0.0840","0.1710","0.1550","522"
"523","0.0000","0.0000","0.9740","0.0000","0.0260","0.0000","0.0000","0.9870","0.0000","0.0130","523"
"524","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","524"
"525","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","525"
"526","0.0000","0.0010","0.9330","0.0020","0.0640","0.0000","0.0000","0.9810","0.0000","0.0190","526"
"527","0.0000","0.0010","0.9590","0.0050","0.0350","0.0000","0.0010","0.9950","0.0010","0.0030","527"
"528","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","528"
"529","0.0000","0.0060","0.0970","0.0000","0.8970","0.0000","0.0120","0.2408","0.0010","0.7463","529"
"530","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","530"
"531","0.0000","0.0000","0.9890","0.0000","0.0110","0.0000","0.0000","0.9960","0.0000","0.0040","531"
"532","0.0000","0.0000","0.2750","0.0080","0.7170","0.0000","0.0000","0.1630","0.0060","0.8310","532"
"533","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","533"
"534","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","534"
"535","0.0000","0.0000","0.9950","0.0000","0.0050","0.0000","0.0000","0.9990","0.0000","0.0010","535"
"536","0.0010","0.0020","0.2537","0.0500","0.6933","0.0010","0.0000","0.0730","0.0300","0.8960","536"
"537","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","537"
"538","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","538"
"539","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","539"
"540","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","540"
"541","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","541"
"542","0.0000","0.0000","0.9860","0.0000","0.0140","0.0000","0.0000","0.9960","0.0000","0.0040","542"
"543","0.0000","0.0000","0.4270","0.0260","0.5470","0.0000","0.0000","0.7972","0.0060","0.1968","543"
"544","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","544"
"545","0.0010","0.0010","0.1151","0.0000","0.8829","0.0010","0.0000","0.2042","0.0000","0.7948","545"
"546","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","546"
"547","0.0000","0.0000","0.9510","0.0000","0.0490","0.0000","0.0000","0.9950","0.0000","0.0050","547"
"548","0.0000","0.0000","0.9890","0.0000","0.0110","0.0000","0.0000","0.9980","0.0000","0.0020","548"
"549","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","549"
"550","0.0000","0.0000","0.9940","0.0020","0.0040","0.0000","0.0000","0.9990","0.0010","0.0000","550"
"551","0.0000","0.0000","0.6970","0.0050","0.2980","0.0000","0.0000","0.8660","0.0030","0.1310","551"
"552","0.0000","0.0000","0.9750","0.0000","0.0250","0.0000","0.0000","0.9900","0.0000","0.0100","552"
"553","0.0010","0.0030","0.8500","0.1280","0.0180","0.0000","0.0020","0.8760","0.1170","0.0050","553"
"554","0.0010","0.0510","0.6360","0.0900","0.2220","0.0020","0.0260","0.9331","0.0230","0.0160","554"
"555","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","555"
"556","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","556"
"557","0.0000","0.0000","0.9840","0.0000","0.0160","0.0000","0.0000","0.9960","0.0000","0.0040","557"
"558","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","0.9990","0.0000","0.0010","558"
"559","0.0000","0.0000","0.9440","0.0020","0.0540","0.0000","0.0000","0.9910","0.0020","0.0070","559"
"560","0.0010","0.0010","0.9850","0.0000","0.0130","0.0000","0.0000","1.0000","0.0000","0.0000","560"
"561","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","561"
"562","0.0040","0.0150","0.3750","0.0130","0.5930","0.0070","0.0190","0.6890","0.0170","0.2680","562"
"563","0.0000","0.0000","0.9950","0.0030","0.0020","0.0000","0.0000","0.9970","0.0030","0.0000","563"
"564","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","564"
"565","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","565"
"566","0.0000","0.0000","0.9870","0.0000","0.0130","0.0000","0.0000","0.9980","0.0000","0.0020","566"
"567","0.0000","0.0000","0.9060","0.0000","0.0940","0.0000","0.0000","0.9890","0.0000","0.0110","567"
"568","0.0000","0.0000","0.9950","0.0010","0.0040","0.0000","0.0000","0.9970","0.0010","0.0020","568"
"569","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","569"
"570","0.0000","0.0000","0.9740","0.0000","0.0260","0.0000","0.0000","0.9920","0.0000","0.0080","570"
"571","0.0000","0.0000","0.3170","0.0000","0.6830","0.0000","0.0000","0.2140","0.0000","0.7860","571"
"572","0.0000","0.0000","0.9860","0.0000","0.0140","0.0000","0.0000","0.9940","0.0000","0.0060","572"
"573","0.0000","0.0000","0.9940","0.0040","0.0020","0.0000","0.0000","0.9970","0.0030","0.0000","573"
"574","0.0000","0.0000","0.9920","0.0000","0.0080","0.0000","0.0000","0.9990","0.0000","0.0010","574"
"575","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","575"
"576","0.0000","0.0000","0.9930","0.0000","0.0070","0.0000","0.0000","0.9990","0.0000","0.0010","576"
"577","0.0000","0.0000","0.9880","0.0000","0.0120","0.0000","0.0000","0.9990","0.0000","0.0010","577"
"578","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","0.9990","0.0000","0.0010","578"
"579","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","579"
"580","0.0000","0.0000","0.3160","0.0170","0.6670","0.0000","0.0000","0.5554","0.0150","0.4296","580"
"581","0.0000","0.0000","0.9960","0.0020","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","581"
"582","0.0000","0.0000","0.9950","0.0000","0.0050","0.0000","0.0000","0.9990","0.0000","0.0010","582"
"583","0.0000","0.0000","0.4975","0.0190","0.4835","0.0000","0.0000","0.7922","0.0130","0.1948","583"
"584","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","584"
"585","0.0000","0.0000","0.8300","0.1630","0.0070","0.0000","0.0000","0.8590","0.1410","0.0000","585"
"586","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","586"
"587","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","587"
"588","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","588"
"589","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","589"
"590","0.0000","0.0000","0.8110","0.0400","0.1490","0.0000","0.0000","0.9490","0.0120","0.0390","590"
"591","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","591"
"592","0.0000","0.0000","0.9920","0.0000","0.0080","0.0000","0.0000","0.9990","0.0000","0.0010","592"
"593","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","0.9990","0.0000","0.0010","593"
"594","0.0000","0.0000","0.9750","0.0000","0.0250","0.0000","0.0000","0.9890","0.0000","0.0110","594"
"595","0.0030","0.0000","0.9810","0.0000","0.0160","0.0010","0.0000","0.9980","0.0000","0.0010","595"
"596","0.0000","0.0000","0.2690","0.2500","0.4810","0.0000","0.0000","0.1780","0.2920","0.5300","596"
"597","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","597"
"598","0.0000","0.0030","0.9950","0.0010","0.0010","0.0000","0.0020","0.9970","0.0010","0.0000","598"
"599","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9990","0.0000","0.0010","599"
"600","0.0000","0.0000","0.9590","0.0000","0.0410","0.0000","0.0000","0.9860","0.0000","0.0140","600"
"601","0.0010","0.0000","0.9660","0.0000","0.0330","0.0000","0.0000","0.9910","0.0000","0.0090","601"
"602","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","602"
"603","0.0130","0.0010","0.9410","0.0430","0.0020","0.0110","0.0000","0.9449","0.0440","0.0000","603"
"604","0.0000","0.0000","0.9960","0.0000","0.0040","0.0000","0.0000","0.9980","0.0000","0.0020","604"
"605","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","605"
"606","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","606"
"607","0.0000","0.0000","0.9950","0.0010","0.0040","0.0000","0.0000","0.9990","0.0000","0.0010","607"
"608","0.0000","0.0000","0.9840","0.0000","0.0160","0.0000","0.0000","0.9920","0.0000","0.0080","608"
"609","0.0050","0.1189","0.8032","0.0210","0.0519","0.0050","0.1160","0.8040","0.0310","0.0440","609"
"610","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","610"
"611","0.0000","0.0000","0.5660","0.0730","0.3610","0.0000","0.0000","0.9190","0.0170","0.0640","611"
"612","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","612"
"613","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","613"
"614","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","614"
"615","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","1.0000","0.0000","0.0000","615"
"616","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","616"
"617","0.0000","0.0000","0.4194","0.0310","0.5495","0.0000","0.0000","0.4815","0.0190","0.4995","617"
"618","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","1.0000","0.0000","0.0000","618"
"619","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","619"
"620","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","620"
"621","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9990","0.0000","0.0010","621"
"622","0.0000","0.0000","0.9930","0.0010","0.0060","0.0000","0.0000","0.9990","0.0000","0.0010","622"
"623","0.0000","0.0000","0.9710","0.0000","0.0290","0.0000","0.0000","0.9940","0.0000","0.0060","623"
"624","0.0000","0.0000","0.9870","0.0090","0.0040","0.0000","0.0000","0.9930","0.0060","0.0010","624"
"625","0.0000","0.0000","0.9300","0.0000","0.0700","0.0000","0.0000","0.9590","0.0000","0.0410","625"
"626","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","626"
"627","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","627"
"628","0.0000","0.0000","0.1840","0.0870","0.7290","0.0000","0.0000","0.4450","0.1160","0.4390","628"
"629","0.0050","0.0000","0.8500","0.0630","0.0820","0.0040","0.0000","0.9140","0.0550","0.0270","629"
"630","0.0000","0.0000","0.2050","0.0030","0.7920","0.0000","0.0000","0.0669","0.0010","0.9321","630"
"631","0.0000","0.0000","0.9830","0.0000","0.0170","0.0000","0.0000","0.9930","0.0000","0.0070","631"
"632","0.0000","0.0020","0.5940","0.0160","0.3880","0.0000","0.0020","0.6360","0.0150","0.3470","632"
"633","0.0000","0.0000","0.9800","0.0010","0.0190","0.0000","0.0000","0.9930","0.0010","0.0060","633"
"634","0.0000","0.0000","0.2310","0.0000","0.7690","0.0000","0.0000","0.2870","0.0000","0.7130","634"
"635","0.0000","0.0000","0.9530","0.0000","0.0470","0.0000","0.0000","0.9720","0.0000","0.0280","635"
"636","0.0000","0.0000","0.9960","0.0000","0.0040","0.0000","0.0000","0.9990","0.0000","0.0010","636"
"637","0.0000","0.0000","0.7050","0.0120","0.2830","0.0000","0.0000","0.9301","0.0130","0.0569","637"
"638","0.0000","0.0000","0.9950","0.0000","0.0050","0.0000","0.0000","0.9980","0.0000","0.0020","638"
"639","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","639"
"640","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","640"
"641","0.0000","0.0000","0.9150","0.0000","0.0850","0.0000","0.0000","0.9650","0.0000","0.0350","641"
"642","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9990","0.0000","0.0010","642"
"643","0.0000","0.0070","0.2280","0.4640","0.3010","0.0000","0.0050","0.1612","0.5766","0.2573","643"
"644","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","644"
"645","0.0000","0.0010","0.7662","0.0080","0.2248","0.0000","0.0000","0.9359","0.0070","0.0571","645"
"646","0.0000","0.0000","0.8870","0.0090","0.1040","0.0000","0.0000","0.9910","0.0010","0.0080","646"
"647","0.0000","0.0000","0.6833","0.0020","0.3147","0.0000","0.0000","0.9200","0.0010","0.0790","647"
"648","0.0040","0.0010","0.4530","0.0100","0.5320","0.0010","0.0000","0.6480","0.0060","0.3450","648"
"649","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","649"
"650","0.0000","0.0000","0.9660","0.0000","0.0340","0.0000","0.0000","0.9770","0.0000","0.0230","650"
"651","0.0000","0.0000","0.9840","0.0000","0.0160","0.0000","0.0000","0.9900","0.0000","0.0100","651"
"652","0.0000","0.0000","0.8690","0.0000","0.1310","0.0000","0.0000","0.9130","0.0000","0.0870","652"
"653","0.0000","0.0000","0.9520","0.0340","0.0140","0.0000","0.0000","0.9830","0.0150","0.0020","653"
"654","0.0000","0.0000","0.6510","0.0460","0.3030","0.0000","0.0000","0.8501","0.0230","0.1269","654"
"655","0.0000","0.0000","0.6920","0.0010","0.3070","0.0000","0.0000","0.8840","0.0000","0.1160","655"
"656","0.0000","0.0000","0.9630","0.0000","0.0370","0.0000","0.0000","0.9760","0.0000","0.0240","656"
"657","0.0000","0.0000","0.7530","0.0000","0.2470","0.0000","0.0000","0.8770","0.0000","0.1230","657"
"658","0.0000","0.0000","0.9880","0.0000","0.0120","0.0000","0.0000","0.9950","0.0000","0.0050","658"
"659","0.0000","0.0000","0.5970","0.0350","0.3680","0.0000","0.0000","0.6140","0.0250","0.3610","659"
"660","0.0000","0.0000","0.9329","0.0000","0.0671","0.0000","0.0000","0.9950","0.0000","0.0050","660"
"661","0.0000","0.0010","0.0050","0.0120","0.9820","0.0000","0.0000","0.0040","0.0070","0.9890","661"
"662","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","662"
"663","0.0070","0.0290","0.9411","0.0060","0.0170","0.0050","0.0210","0.9690","0.0040","0.0010","663"
"664","0.0000","0.0040","0.8022","0.0729","0.1209","0.0000","0.0020","0.9190","0.0480","0.0310","664"
"665","0.0000","0.0000","0.3630","0.0010","0.6360","0.0000","0.0000","0.6430","0.0010","0.3560","665"
"666","0.0010","0.0020","0.9600","0.0050","0.0320","0.0010","0.0010","0.9920","0.0010","0.0050","666"
"667","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","0.9990","0.0000","0.0010","667"
"668","0.0380","0.0030","0.2302","0.0040","0.7247","0.0030","0.0010","0.0380","0.0010","0.9570","668"
"669","0.0000","0.0000","0.9420","0.0000","0.0580","0.0000","0.0000","0.9880","0.0000","0.0120","669"
"670","0.0000","0.0000","0.9820","0.0010","0.0170","0.0000","0.0000","0.9880","0.0010","0.0110","670"
"671","0.0000","0.0000","0.7373","0.0020","0.2607","0.0000","0.0000","0.8920","0.0010","0.1070","671"
"672","0.0000","0.0000","0.9480","0.0000","0.0520","0.0000","0.0000","0.9860","0.0000","0.0140","672"
"673","0.0000","0.0000","0.4370","0.0000","0.5630","0.0000","0.0000","0.8230","0.0000","0.1770","673"
"674","0.0000","0.0000","0.8990","0.0020","0.0990","0.0000","0.0000","0.9650","0.0010","0.0340","674"
"675","0.2050","0.0170","0.3310","0.0080","0.4390","0.0860","0.0270","0.6710","0.0040","0.2120","675"
"676","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","676"
"677","0.0000","0.0000","0.9860","0.0000","0.0140","0.0000","0.0000","0.9930","0.0000","0.0070","677"
"678","0.0000","0.0000","0.5000","0.0220","0.4780","0.0000","0.0000","0.5944","0.0130","0.3926","678"
"679","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9980","0.0000","0.0020","679"
"680","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","680"
"681","0.0000","0.0000","0.7600","0.0020","0.2380","0.0000","0.0000","0.8320","0.0010","0.1670","681"
"682","0.0000","0.0000","0.9970","0.0020","0.0010","0.0000","0.0000","0.9990","0.0010","0.0000","682"
"683","0.0050","0.0130","0.7550","0.0000","0.2270","0.0010","0.0100","0.8919","0.0000","0.0971","683"
"684","0.0030","0.0010","0.7920","0.1150","0.0890","0.0010","0.0000","0.8619","0.1151","0.0220","684"
"685","0.0000","0.0000","0.7870","0.0020","0.2110","0.0000","0.0000","0.9360","0.0020","0.0620","685"
"686","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","686"
"687","0.0000","0.0000","0.9960","0.0020","0.0020","0.0000","0.0000","0.9980","0.0020","0.0000","687"
"688","0.0000","0.0000","0.9870","0.0000","0.0130","0.0000","0.0000","0.9940","0.0000","0.0060","688"
"689","0.0000","0.0000","0.9430","0.0020","0.0550","0.0000","0.0000","0.9670","0.0020","0.0310","689"
"690","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","690"
"691","0.0000","0.0000","0.9920","0.0000","0.0080","0.0000","0.0000","0.9990","0.0000","0.0010","691"
"692","0.0000","0.0000","0.7600","0.0000","0.2400","0.0000","0.0000","0.8770","0.0000","0.1230","692"
"693","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","693"
"694","0.0000","0.0000","0.9890","0.0000","0.0110","0.0000","0.0000","0.9980","0.0000","0.0020","694"
"695","0.0000","0.0000","0.5730","0.3870","0.0400","0.0000","0.0000","0.7130","0.2720","0.0150","695"
"696","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","696"
"697","0.0000","0.0010","0.1180","0.6310","0.2500","0.0000","0.0010","0.0870","0.6830","0.2290","697"
"698","0.0000","0.0000","0.9870","0.0000","0.0130","0.0000","0.0000","0.9910","0.0000","0.0090","698"
"699","0.0000","0.0000","0.4825","0.3844","0.1331","0.0000","0.0000","0.8032","0.1708","0.0260","699"
"700","0.0000","0.0000","0.9930","0.0010","0.0060","0.0000","0.0000","0.9940","0.0010","0.0050","700"
"701","0.0000","0.0000","0.9870","0.0030","0.0100","0.0000","0.0000","0.9950","0.0020","0.0030","701"
"702","0.0000","0.0000","0.9890","0.0010","0.0100","0.0000","0.0000","0.9980","0.0000","0.0020","702"
"703","0.0000","0.0000","0.9620","0.0000","0.0380","0.0000","0.0000","0.9970","0.0000","0.0030","703"
"704","0.0000","0.0000","0.8600","0.0210","0.1190","0.0000","0.0000","0.9110","0.0250","0.0640","704"
"705","0.0000","0.0000","0.9490","0.0000","0.0510","0.0000","0.0000","0.9840","0.0000","0.0160","705"
"706","0.0000","0.0000","0.3660","0.0460","0.5880","0.0000","0.0000","0.1780","0.0130","0.8090","706"
"707","0.0000","0.0120","0.0210","0.0190","0.9479","0.0000","0.0030","0.0060","0.0060","0.9850","707"
"708","0.0000","0.0000","0.8300","0.0010","0.1690","0.0000","0.0000","0.9880","0.0000","0.0120","708"
"709","0.0290","0.8881","0.0689","0.0010","0.0130","0.0010","0.9960","0.0000","0.0000","0.0030","709"
"710","0.0000","0.0000","0.9980","0.0000","0.0020","0.0000","0.0000","1.0000","0.0000","0.0000","710"
"711","0.0000","0.0030","0.6416","0.0010","0.3544","0.0000","0.0030","0.9160","0.0010","0.0800","711"
"712","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","712"
"713","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","713"
"714","0.0000","0.0000","0.9970","0.0000","0.0030","0.0000","0.0000","0.9990","0.0000","0.0010","714"
"715","0.0000","0.0000","0.7630","0.0000","0.2370","0.0000","0.0000","0.9200","0.0000","0.0800","715"
"716","0.0000","0.0000","0.8420","0.0000","0.1580","0.0000","0.0000","0.8208","0.0000","0.1792","716"
"717","0.0000","0.0000","0.9840","0.0000","0.0160","0.0000","0.0000","0.9990","0.0000","0.0010","717"
"718","0.0020","0.0010","0.9400","0.0000","0.0570","0.0000","0.0000","0.9910","0.0000","0.0090","718"
"719","0.0000","0.0000","0.9910","0.0000","0.0090","0.0000","0.0000","0.9980","0.0000","0.0020","719"
"720","0.0000","0.0000","0.7400","0.0000","0.2600","0.0000","0.0000","0.9610","0.0000","0.0390","720"
"721","0.1370","0.0900","0.5850","0.1630","0.0250","0.1189","0.0130","0.7163","0.1449","0.0070","721"
"722","0.0000","0.0000","0.6404","0.0040","0.3556","0.0000","0.0000","0.8610","0.0020","0.1370","722"
"723","0.0000","0.0000","0.9990","0.0000","0.0010","0.0000","0.0000","1.0000","0.0000","0.0000","723"
"724","0.0000","0.0000","0.7370","0.0000","0.2630","0.0000","0.0000","0.9100","0.0000","0.0900","724"
"725","0.0000","0.0000","0.5400","0.0570","0.4030","0.0000","0.0000","0.7762","0.0080","0.2158","725"
"726","0.0000","0.0000","0.9190","0.0000","0.0810","0.0000","0.0000","0.9780","0.0000","0.0220","726"
"727","0.0000","0.0000","0.9810","0.0000","0.0190","0.0000","0.0000","0.9970","0.0000","0.0030","727"
"728","0.0000","0.0000","0.8670","0.0020","0.1310","0.0000","0.0000","0.9630","0.0000","0.0370","728"
"729","0.0000","0.0000","0.9940","0.0000","0.0060","0.0000","0.0000","0.9980","0.0000","0.0020","729"
"730","0.0000","0.0000","0.7920","0.0050","0.2030","0.0000","0.0000","0.8920","0.0030","0.1050","730"
"731","0.0000","0.0000","0.9210","0.0000","0.0790","0.0000","0.0000","0.9800","0.0000","0.0200","731"
"732","0.0000","0.0000","0.7350","0.0000","0.2650","0.0000","0.0000","0.8480","0.0000","0.1520","732"
"733","0.0000","0.0000","0.6920","0.0000","0.3080","0.0000","0.0000","0.8930","0.0000","0.1070","733"
"734","0.0000","0.0010","0.9880","0.0010","0.0100","0.0000","0.0000","0.9980","0.0010","0.0010","734"
"735","0.0000","0.0000","0.9870","0.0090","0.0040","0.0000","0.0000","0.9900","0.0100","0.0000","735"
"736","0.0000","0.0000","0.7370","0.0000","0.2630","0.0000","0.0000","0.9520","0.0000","0.0480","736"
"737","0.0000","0.0000","0.9930","0.0000","0.0070","0.0000","0.0000","0.9980","0.0000","0.0020","737"
"738","0.0000","0.0000","0.7010","0.0000","0.2990","0.0000","0.0000","0.8470","0.0000","0.1530","738"
"739","0.0000","0.0000","0.9630","0.0000","0.0370","0.0000","0.0000","0.9920","0.0000","0.0080","739"
"740","0.0040","0.0210","0.6913","0.0300","0.2537","0.0030","0.0130","0.8420","0.0200","0.1220","740"
"741","0.0000","0.0000","0.9910","0.0000","0.0090","0.0000","0.0000","0.9990","0.0000","0.0010","741"
"742","0.0000","0.0000","0.9890","0.0000","0.0110","0.0000","0.0000","0.9960","0.0000","0.0040","742"
"743","0.0000","0.0000","0.0000","0.0761","0.9239","0.0000","0.0000","0.0000","0.0360","0.9640","743"
"744","0.0000","0.0360","0.2150","0.0010","0.7480","0.0000","0.0200","0.1170","0.0010","0.8620","744"
"745","0.0000","0.0000","0.2760","0.0070","0.7170","0.0000","0.0000","0.1550","0.0030","0.8420","745"
"746","0.0000","0.0000","0.1860","0.0050","0.8090","0.0000","0.0000","0.1051","0.0010","0.8939","746"
"747","0.0000","0.0000","0.0100","0.0010","0.9890","0.0000","0.0000","0.0030","0.0000","0.9970","747"
"748","0.0020","0.0110","0.0110","0.0000","0.9760","0.0010","0.0020","0.0030","0.0000","0.9940","748"
"749","0.0000","0.0000","0.4144","0.0000","0.5856","0.0000","0.0000","0.1970","0.0000","0.8030","749"
"750","0.0000","0.0030","0.0000","0.0100","0.9870","0.0000","0.0010","0.0000","0.0020","0.9970","750"
"751","0.0000","0.0000","0.0180","0.0010","0.9810","0.0000","0.0000","0.0060","0.0000","0.9940","751"
"752","0.0000","0.0030","0.7858","0.0000","0.2112","0.0000","0.0020","0.8820","0.0000","0.1160","752"
"753","0.0040","0.0010","0.0000","0.9860","0.0090","0.0010","0.0000","0.0000","0.9920","0.0070","753"
"754","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","1.0000","754"
"755","0.0000","0.0000","0.0000","0.0020","0.9980","0.0000","0.0000","0.0000","0.0010","0.9990","755"
"756","0.0000","0.0000","0.7390","0.0000","0.2610","0.0000","0.0000","0.8889","0.0000","0.1111","756"
"757","0.0000","0.0000","0.0960","0.0010","0.9030","0.0000","0.0000","0.0240","0.0000","0.9760","757"
"758","0.0000","0.0000","0.1140","0.0120","0.8740","0.0000","0.0000","0.0720","0.0040","0.9240","758"
"759","0.0000","0.0000","0.0610","0.0000","0.9390","0.0000","0.0000","0.0510","0.0000","0.9490","759"
"760","0.0010","0.0000","0.0010","0.7632","0.2348","0.0000","0.0000","0.0000","0.9070","0.0930","760"
"761","0.0000","0.0000","0.7430","0.0000","0.2570","0.0000","0.0000","0.8520","0.0000","0.1480","761"
"762","0.0000","0.0000","0.2210","0.0020","0.7770","0.0000","0.0000","0.2410","0.0010","0.7580","762"
"763","0.0000","0.0000","0.0120","0.0000","0.9880","0.0000","0.0000","0.0020","0.0000","0.9980","763"
"764","0.0000","0.0000","0.3794","0.0000","0.6206","0.0000","0.0000","0.7690","0.0000","0.2310","764"
"765","0.0000","0.0000","0.0070","0.0000","0.9930","0.0000","0.0000","0.0030","0.0000","0.9970","765"
"766","0.0000","0.0000","0.0010","0.0000","0.9990","0.0000","0.0000","0.0010","0.0000","0.9990","766"
"767","0.0000","0.0000","0.1800","0.0000","0.8200","0.0000","0.0000","0.0560","0.0000","0.9440","767"
"768","0.0000","0.0000","0.0200","0.0070","0.9730","0.0000","0.0000","0.0040","0.0020","0.9940","768"
"769","0.0000","0.0000","0.0030","0.0000","0.9970","0.0000","0.0000","0.0010","0.0000","0.9990","769"
"770","0.0000","0.0120","0.1330","0.0000","0.8550","0.0000","0.0070","0.1080","0.0000","0.8850","770"
